Scheme_Name	Asset_Value
INF090I01973	Franklin India Focused Equity Fund - IDCW
-	HDFC Focused 30 Fund - Growth Option - Direct Plan
-	HDFC Focused 30 Fund - GROWTH PLAN
INF179K01VJ9	HDFC Focused 30 Fund - IDCW Option - Direct Plan
INF179K01566	HDFC Focused 30 Fund - IDCW PLAN
-	HSBC Focused Fund - Direct Growth
INF336L01PD8	HSBC Focused Fund - Direct IDCW
-	HSBC Focused Fund - Regular Growth
INF336L01PG1	HSBC Focused Fund - Regular IDCW
-	ICICI Prudential Focused Equity Fund - Direct Plan - Growth
INF109K017N4	ICICI Prudential Focused Equity Fund - Direct Plan - IDCW
-	ICICI Prudential Focused Equity Fund - Growth
INF109K01CA5	ICICI Prudential Focused Equity Fund - IDCW
-	Invesco India Focused Fund - Direct Plan - Growth
INF205KA1221	Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment)
-	Invesco India Focused Fund - Growth
INF205KA1197	Invesco India Focused Fund - IDCW (Payout / Reinvestment)
-	ITI Focused Equity Fund - Direct Plan - Growth
INF00XX01CU4	ITI Focused Equity Fund - Direct Plan - IDCW
-	ITI Focused Equity Fund - Regular Plan - Growth
INF00XX01CR0	ITI Focused Equity Fund - Regular Plan - IDCW
-	JM Focused Fund (Direct)  - Growth Option
INF192K01BV9	JM Focused Fund (Direct) -  IDCW
-	JM Focused Fund (Regular) - Growth Option
INF192K01569	JM Focused Fund (Regular) - IDCW
-	Kotak Focused equity Fund- Direct Plan- Growth option
-	Kotak Focused Equity Fund- Regular plan _ Growth Option
INF174KA1EL1	Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option
INF174KA1EO5	Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option
-	LIC MF Focused Fund-Direct Plan-Growth
INF397L01JY9	LIC MF Focused Fund-Direct Plan-IDCW
-	LIC MF Focused Fund-Regular Plan-Growth
INF397L01KC3	LIC MF Focused Fund-Regular Plan-IDCW
INF174V01AH5	Mahindra Manulife Focused Fund - Direct Plan - IDCW
-	Mahindra Manulife Focused Fund - Direct Plan -Growth
-	Mahindra Manulife Focused Fund - Regular Plan - Growth
INF174V01AE2	Mahindra Manulife Focused Fund - Regular Plan - IDCW
INF769K01EW6	Mirae Asset Focused Fund Direct IDCW
-	Mirae Asset Focused Fund Direct Plan Growth
INF769K01EV8	Mirae Asset Focused Fund Regular IDCW
-	Mirae Asset Focused Fund Regular Plan Growth
-	Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option
-	Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option
INF247L01197	Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment
INF247L01163	Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment
INF204K01F87	NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option
-	Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option
INF204K01GG2	NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION
-	Nippon India Focused Equity Fund -Growth Plan -Growth Option
-	Old Bridge Focused Fund - Direct Growth
INF0S5R01067	Old Bridge Focused Fund - Direct IDCW
-	Old Bridge Focused Fund - Regular Growth
INF0S5R01026	Old Bridge Focused Fund - Regular IDCW
-	quant Focused Fund - Growth Option - Regular Plan
-	quant Focused Fund - Growth Option-Direct Plan
INF966L01846	quant Focused Fund - IDCW Option - Direct Plan
INF966L01366	quant Focused Fund - IDCW Option - Regular Plan
INF200K01RI3	SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH
INF200K01396	SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH
-	Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option
INF173K01EL4	Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option
-	Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option
INF173K01205	Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option
-	TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
INF277K018X7	TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
-	TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
INF277K011Y0	TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
-	Tata Focused Equity Fund-Direct Plan-Growth
-	Tata Focused Equity Fund-Regular Plan-Growth
-	Union Focused Fund - Direct Plan - Growth Option
INF582M01FT2	Union Focused Fund - Direct Plan - IDCW Option
-	Union Focused Fund - Regular Plan - Growth Option
INF582M01FX4	Union Focused Fund - Regular Plan - IDCW Option
-	UTI Focused Fund - Direct Plan - Growth Option
-	UTI Focused Fund - Direct Plan - IDCW Payout Option
-	UTI Focused Fund - Regular Plan - Growth Option
-	UTI Focused Fund - Regular Plan - IDCW Payout Option
-	Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan
-	Aditya Birla Sun Life Equity Advantage Fund - Regular Growth
INF209K01VI6	Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW
INF209K01CE5	Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW
-	Axis Large & Mid Cap Fund - Direct Plan - Growth
INF846K01J61	Axis Large & Mid Cap Fund - Direct Plan - IDCW
-	Axis Large & Mid Cap Fund - Regular Plan - Growth
INF846K01J95	Axis Large & Mid Cap Fund - Regular Plan - IDCW
-	Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth
INF0QA701789	Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW
-	Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth
INF0QA701755	Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW
-	Bandhan Large & Mid Cap Fund - Direct Plan - Growth
INF194K01W05	Bandhan Large & Mid Cap Fund - Direct Plan - IDCW
-	Bandhan Large & Mid Cap Fund - Regular Plan - Growth
INF194K01540	Bandhan Large & Mid Cap Fund - Regular Plan - IDCW
INF761K01124	BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW
INF761K01660	BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW
-	BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus
-	BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth
INF761K01637	BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW
-	BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth
-	BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus
INF761K01066	BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW
INF761K01033	BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW
-	BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth
INF761K01090	BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW
-	BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus
-	Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option
INF955L01JW8	Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option
-	Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option
INF955L01JT4	Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option
-	CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION
INF760K01EH6	CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
-	CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION
INF760K01183	CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
-	DSP Large & Mid Cap Fund - Direct Plan - Growth
INF740K01PN2	DSP Large & Mid Cap Fund - Direct Plan - IDCW
-	DSP Large & Mid Cap Fund - Regular Plan - Growth
INF740K01086	DSP Large & Mid Cap Fund - Regular Plan - IDCW
-	Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option
-	Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option
INF843K01AN6	Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option
INF843K01062	Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option
-	Franklin India Equity Advantage Fund - Direct - Growth
INF090I01IM3	Franklin India Equity Advantage Fund - Direct - IDCW
-	Franklin India Equity Advantage Fund - Growth Plan
INF090I01197	Franklin India Equity Advantage Fund - IDCW
-	HDFC Large and Mid Cap Fund - Growth Option
-	HDFC Large and Mid Cap Fund - Growth Option - Direct Plan
-	HDFC Large and Mid Cap Fund - IDCW Option
-	HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan
-	Helios Large & Mid Cap Fund - Direct Plan - Growth Option
INF0R8701285	Helios Large & Mid Cap Fund - Direct Plan - IDCW Option
-	Helios Large & Mid Cap Fund - Regular Plan - Growth Option
INF0R8701251	Helios Large & Mid Cap Fund - Regular Plan - IDCW Option
-	HSBC Large & Mid Cap Fund - Direct Growth
INF336L01NX1	HSBC Large & Mid Cap Fund - Direct IDCW
-	HSBC Large & Mid Cap Fund - Regular Growth
INF336L01OA7	HSBC Large & Mid Cap Fund - Regular IDCW
-	ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth
INF109K010O7	ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW
-	ICICI Prudential Large & Mid Cap Fund - Growth
INF109K01449	ICICI Prudential Large & Mid Cap Fund - IDCW
-	Invesco India Large & Mid Cap Fund - Direct Plan - Growth
INF205K01LZ9	Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)
-	Invesco India Large & Mid Cap Fund - Growth
INF205K01254	Invesco India Large & Mid Cap Fund - IDCW (Payout / Reinvestment)
-	ITI Large & Midcap Fund - Direct Plan - Growth
INF00XX01DC0	ITI Large & Midcap Fund - Direct Plan - IDCW Option
-	ITI Large & Midcap Fund - Regular Plan - Growth
INF00XX01CZ3	ITI Large & Midcap Fund - Regular Plan - IDCW Option
-	Kotak Equity Opportunities Fund - Direct- Growth
-	Kotak Equity Opportunities Fund - Growth-Regular
INF174K01LH5	Kotak Equity Opportunities Fund - IDCW-Direct
INF174K01195	Kotak Equity Opportunities Fund - IDCW-Regular
-	LIC MF Large & Mid Cap Fund-Direct Plan-Growth
INF767K01NF6	LIC MF Large & Mid Cap Fund-Direct Plan-IDCW
-	LIC MF Large & Mid Cap Fund-Regular Plan-Growth
INF767K01NC3	LIC MF Large & Mid Cap Fund-Regular Plan-IDCW
INF174V01952	Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW
-	Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth
-	Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth
INF174V01929	Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW
-	Mirae Asset Large & Midcap Fund - Direct Plan - Growth
INF769K01BK7	Mirae Asset Large & Midcap Fund - Direct Plan - IDCW
-	Mirae Asset Large & Midcap Fund - Regular Plan - Growth
INF769K01119	Mirae Asset Large & Midcap Fund - Regular Plan - IDCW
-	Motilal Oswal Large and Midcap Fund - Direct Plan Growth
-	Motilal Oswal Large and Midcap Fund - Regular Plan Growth
INF247L01AA5	Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment
INF247L01973	Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment
INF959L01CS3	Navi Large & Midcap Fund - Direct Annual IDCW Payout
INF959L01CQ7	Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout
INF959L01CJ2	Navi Large & Midcap Fund - Direct Normal IDCW Payout
INF959L01CW5	Navi Large & Midcap Fund - Regular Annual IDCW payout
INF959L01CU9	NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout
INF959L01CM6	Navi Large & Midcap Fund - Regular Normal IDCW Payout
-	Navi Large & Midcap Fund- Direct Plan- Growth Option
-	Navi Large & Midcap Fund- Regular Plan- Growth Option
INF204K01F12	NIPPON INDIA VISION FUND - DIRECT Plan - IDCW Option
-	Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option
-	Nippon India Vision Fund - Direct Plan Growth Plan - Growth Option
INF204K01380	NIPPON INDIA VISION FUND - IDCW Option
INF204K01349	Nippon India Vision Fund Institutional Dividend Plan
-	Nippon India Vision Fund-GROWTH PLAN-Bonus Option
-	Nippon India Vision Fund-GROWTH PLAN-Growth Option
-	PGIM India Large and Midcap Fund - Direct Plan - Growth Option
INF663L01Y38	PGIM India Large and Midcap Fund - Direct Plan - IDCW option
-	PGIM India Large and Midcap Fund - Regular Plan - Growth Option
INF663L01Y04	PGIM India Large and Midcap Fund - Regular Plan - IDCW Option
-	quant Large & Mid Cap Fund - Bonus Option - Regular Plan
-	quant Large & Mid Cap Fund - Bonus Option-Direct Plan
-	quant Large & Mid Cap Fund - Growth Option
-	quant Large & Mid Cap Fund - Growth Option-Direct Plan
INF966L01630	quant Large & Mid Cap Fund - IDCW Option - Direct Plan
INF966L01333	quant Large & Mid Cap Fund - IDCW Option - Regular Plan
INF200K01UI7	SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
INF200K01297	SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth
-	SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth
INF903J01PQ1	Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Large and Midcap Fund Direct Plan - Growth
-	Sundaram Large and Midcap Fund Regular Plan - Growth
INF903J01DV7	Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
-	Tata Large & MId Cap Fund -Direct Plan- Growth Option
INF277K01MJ0	Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option
INF277K01410	Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option
-	Tata Large & Mid Cap Fund- Regular Plan - Growth Option
-	Union Large & Midcap Fund - Direct Plan - Growth Option
INF582M01GB8	Union Large & Midcap Fund - Direct Plan - IDCW Option
-	Union Large & Midcap Fund - Regular Plan - Growth Option
INF582M01GF9	Union Large & Midcap Fund - Regular Plan - IDCW Option
-	UTI Large & Mid Cap Fund - Direct Plan - Growth Option
INF789F01UF5	UTI Large & Mid Cap Fund - Direct Plan - IDCW
-	UTI Large & Mid Cap Fund - Regular Plan - Growth Option
INF789F01851	UTI Large & Mid Cap Fund - Regular Plan - IDCW
-	Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth
-	Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth
-	Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan
INF209K01YW1	Aditya Birla Sun Life Frontline Equity Fund-DIRECT - IDCW
-	Aditya Birla Sun Life Frontline Equity Fund-Growth
INF209K01EC5	Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW
-	Axis Large Cap Fund - Direct Plan - Growth
INF846K01DO1	Axis Large Cap Fund - Direct Plan - IDCW
-	Axis Large Cap Fund - Regular Plan - Growth
INF846K01180	Axis Large Cap Fund - Regular Plan - IDCW
-	BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH
INF0QA701912	BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW
-	BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH
INF0QA701888	BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW
-	BANDHAN Large Cap Fund - Regular Plan - Growth
INF194K01508	BANDHAN Large Cap Fund - Regular Plan - IDCW
-	BANDHAN Large Cap Fund-Direct Plan-Growth
INF194K01Z69	BANDHAN Large Cap Fund-Direct Plan-IDCW
-	BANK OF INDIA Bluechip Fund Direct Plan Growth
INF761K01FM1	BANK OF INDIA Bluechip Fund Direct Plan IDCW
-	BANK OF INDIA Bluechip Fund Regular Plan Growth
INF761K01FP4	BANK OF INDIA Bluechip Fund Regular Plan IDCW
-	BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option
INF251K01HM9	BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option
INF251K01902	BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option
-	BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option
-	CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION
INF760K01FQ4	CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
-	CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION
INF760K01AT9	CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
-	DSP Large Cap Fund - Direct Plan - Growth
INF740K01PT9	DSP Large Cap Fund - Direct Plan - IDCW
-	DSP Large Cap Fund - Regular Plan - Growth
INF740K01235	DSP Large Cap Fund - Regular Plan - IDCW
INF754K01BU8	Edelweiss Large Cap Fund - Direct Plan - IDCW Option
-	Edelweiss Large Cap Fund - Direct Plan-Growth option
INF754K01061	Edelweiss Large Cap Fund - Plan B - IDCW Option
INF754K01103	Edelweiss Large Cap Fund - Plan C - IDCW Option
-	Edelweiss Large Cap Fund - Regular Plan - Growth Option
INF754K01020	Edelweiss Large Cap Fund - Regular Plan - IDCW Option
-	Edelweiss Large Cap Fund -Plan B - Growth option
-	Edelweiss Large Cap Fund -Plan C - Growth option
INF090I01FP2	Franklin India BLUECHIP FUND - Direct - IDCW
INF090I01163	Franklin India BLUECHIP FUND - IDCW
-	Franklin India Bluechip Fund- Direct - Growth
-	Franklin India Bluechip Fund-Growth
-	Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option
-	Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option
INF666M01618	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CR4	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CN3	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CP8	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01170	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CX2	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CT0	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
INF666M01CV6	Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
-	HDFC Large Cap Fund - Growth Option - Direct Plan
-	HDFC Large Cap Fund - Growth Option - Regular Plan
INF179K01YU0	HDFC Large Cap Fund - IDCW Option - Direct Plan
INF179K01BD4	HDFC Large Cap Fund - IDCW Option - Regular Plan
-	HSBC Large Cap Fund - Direct Growth
INF336L01CL9	HSBC Large Cap Fund - Direct IDCW
-	HSBC Large Cap Fund - Regular Growth
INF336L01032	HSBC Large Cap Fund - Regular IDCW
-	ICICI Prudential Bluechip Fund - Institutional Option - I - Growth
INF109K015L2	ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW
-	ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth
INF109K01BM2	ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW
-	ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth
-	Invesco India Largecap Fund - Direct Plan - Growth
INF205K01LA2	Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)
-	Invesco India Largecap Fund - Growth
INF205K01312	Invesco India Largecap Fund - IDCW (Payout / Reinvestment)
-	ITI Large Cap Fund - Direct Plan - Growth Option
INF00XX01820	ITI Large Cap Fund - Direct Plan - IDCW Option
-	ITI Large Cap Fund - Regular Plan - Growth Option
INF00XX01796	ITI Large Cap Fund - Regular Plan - IDCW Option
INF192K01JV2	JM Large Cap Fund (Direct) - Annual IDCW
-	JM Large Cap Fund (Direct) - Growth Option
INF192K01JZ3	JM Large Cap Fund (Direct) - Half Yearly IDCW
INF192K01BY3	JM Large Cap Fund (Direct) - IDCW
INF192K01JK5	JM Large Cap Fund (Direct) - Monthly IDCW
INF192K01JO7	JM Large Cap Fund (Direct) - Quarterly IDCW
INF192K01JT6	JM Large Cap Fund (Regular) - Annual IDCW
-	JM Large Cap Fund (Regular) - Growth Option
INF192K01JQ2	JM Large Cap Fund (Regular) - Half Yearly IDCW
INF192K01593	JM Large Cap Fund (Regular) - IDCW
INF192K01JI9	JM Large Cap Fund (Regular) - Monthly IDCW
INF192K01JM1	JM Large Cap Fund (Regular) - Quarterly IDCW
-	Kotak Bluechip Fund - Growth
-	Kotak Bluechip Fund - Growth - Direct
INF174K01KX4	Kotak Bluechip Fund - Payout of Income Distribution cum capital withdrawal option - Direct
INF174K01161	Kotak Bluechip Fund - Payout of Income Distribution cumcapital withdrawal option
-	LIC MF Large Cap Fund-Direct Plan-Growth
INF767K01EK5	LIC MF Large Cap Fund-Direct Plan-IDCW
-	LIC MF Large Cap Fund-Regular Plan-Growth
INF767K01089	LIC MF Large Cap Fund-Regular Plan-IDCW
INF174V01739	Mahindra Manulife Large Cap Fund - Direct Plan - IDCW
-	Mahindra Manulife Large Cap Fund - Direct Plan -Growth
-	Mahindra Manulife Large Cap Fund - Regular Plan - Growth
INF174V01705	Mahindra Manulife Large Cap Fund - Regular Plan - IDCW
-	Mirae Asset Large Cap Fund - Direct Plan - Growth
-	Mirae Asset Large Cap Fund - Growth Plan
INF769K01AZ7	Mirae Asset Large Cap Fund Direct IDCW
INF769K01028	Mirae Asset Large Cap Fund Regular IDCW
-	Motilal Oswal Large Cap Direct Plan Growth
INF247L01CG8	Motilal Oswal Large Cap Direct Plan IDCW
-	Motilal Oswal Large Cap Regular Plan Growth
INF247L01CD5	Motilal Oswal Large Cap Regular Plan IDCW
-	Nippon India Large Cap  Fund- Growth Plan -Growth Option
INF204K01XH5	NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option
-	Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option
